age,race,education,wage,Zip,1bed1bath,2bed1bath,mthly_income,res_hp_per_sqft,res_rent_per_sqft
42,1. White,4. Master's Deg,133.9715001,94037,2000,3850,16076.58001,363.6363636,5
41,1. White,4. Master's Deg,125.5254984,94105,3500,5000,15063.05981,636.3636364,8.75
25,4. Other,2. Some College,92.89584479,94602,2600,3700,11147.50137,472.7272727,6.5
24,1. White,2. Some College,72.15045568,94941,2900,3500,8658.054682,527.2727273,7.25
24,1. White,3. College Grad,118.8843593,94105,3500,5000,14266.12312,636.3636364,8.75
51,1. White,2. Some College,70.47601965,95008,2200,3700,8457.122358,400,5.5
41,1. White,2. Some College,127.1157438,94602,2600,3700,15253.88926,472.7272727,6.5
42,1. White,4. Master's Deg,114.4757133,94941,2900,3500,13737.0856,527.2727273,7.25
30,1. White,4. Master's Deg,87.98103279,94105,3500,5000,10557.72393,636.3636364,8.75
55,3. Asian,2. Some College,54.59815003,94037,2000,3850,6551.778004,363.6363636,5
23,1. White,2. Some College,84.04595765,94941,2900,3500,10085.51492,527.2727273,7.25
60,1. White,4. Master's Deg,85.38394038,94022,3100,4300,10246.07285,563.6363636,7.75
40,3. Asian,5. Advanced Degree,141.7751723,94022,3100,4300,17013.02068,563.6363636,7.75
41,3. Asian,2. Some College,110.7826503,94089,2800,3400,13293.91804,509.0909091,7
80,3. Asian,2. Some College,79.85490031,94602,2600,3700,9582.588037,472.7272727,6.5
53,3. Asian,2. Some College,97.49329405,94941,2900,3500,11699.19529,527.2727273,7.25
40,3. Asian,2. Some College,171.7651326,94022,3100,4300,20611.81591,563.6363636,7.75
35,3. Asian,3. College Grad,137.4812478,94105,3500,5000,16497.74974,636.3636364,8.75
55,3. Asian,2. Some College,75.35567932,94022,3100,4300,9042.681518,563.6363636,7.75
24,3. Asian,2. Some College,73.77574327,94941,2900,3500,8853.089192,527.2727273,7.25
39,3. Asian,4. Master's Deg,148.4131591,94105,3500,5000,17809.57909,636.3636364,8.75
30,3. Asian,5. Advanced Degree,95.23071257,94105,3500,5000,11427.68551,636.3636364,8.75
68,3. Asian,2. Some College,87.98103279,94089,2800,3400,10557.72393,509.0909091,7
54,2. Black,2. Some College,109.8339856,94037,2000,3850,13180.07827,363.6363636,5
27,1. White,4. Master's Deg,81.28325328,95008,2200,3700,9753.990394,400,5.5
34,1. White,2. Some College,118.8843593,94089,2800,3400,14266.12312,509.0909091,7
53,1. White,5. Advanced Degree,127.1157438,94089,2800,3400,15253.88926,509.0909091,7
48,2. Black,5. Advanced Degree,85.38394038,94941,2900,3500,10246.07285,527.2727273,7.25
59,1. White,2. Some College,81.28325328,95008,2200,3700,9753.990394,400,5.5
30,1. White,3. College Grad,118.8843593,94105,3500,5000,14266.12312,636.3636364,8.75
45,1. White,5. Advanced Degree,163.515864,94941,2900,3500,19621.90368,527.2727273,7.25
39,4. Other,4. Master's Deg,104.9215065,95008,2200,3700,12590.58078,400,5.5
45,3. Asian,4. Master's Deg,99.6894637,94941,2900,3500,11962.73564,527.2727273,7.25
43,1. White,1. PhD,281.7459706,95008,2200,3700,33809.51647,400,5.5
30,2. Black,5. Advanced Degree,138.2991269,94089,2800,3400,16595.89523,509.0909091,7
57,1. White,4. Master's Deg,176.9896505,94105,3500,5000,21238.75806,636.3636364,8.75
53,1. White,4. Master's Deg,136.8763676,94105,3500,5000,16425.16411,636.3636364,8.75
42,1. White,4. Master's Deg,186.8766776,94941,2900,3500,22425.20131,527.2727273,7.25
23,1. White,2. Some College,90.48191336,94941,2900,3500,10857.8296,527.2727273,7.25
58,1. White,2. Some College,85.38394038,94105,3500,5000,10246.07285,636.3636364,8.75
43,1. White,2. Some College,145.1436012,94089,2800,3400,17417.23214,509.0909091,7
33,1. White,5. Advanced Degree,120.5894365,94037,2000,3850,14470.73238,363.6363636,5
56,1. White,4. Master's Deg,101.8243521,94022,3100,4300,12218.92225,563.6363636,7.75
37,2. Black,4. Master's Deg,108.8745258,94089,2800,3400,13064.9431,509.0909091,7
41,3. Asian,5. Advanced Degree,38.60591452,94022,3100,4300,4632.709742,563.6363636,7.75
33,3. Asian,3. College Grad,92.89584479,94089,2800,3400,11147.50137,509.0909091,7
50,3. Asian,5. Advanced Degree,126.3238807,94089,2800,3400,15158.86568,509.0909091,7
43,3. Asian,1. PhD,191.5736835,94105,3500,5000,22988.84202,636.3636364,8.75
53,3. Asian,4. Master's Deg,155.9005061,94089,2800,3400,18708.06073,509.0909091,7
37,3. Asian,3. College Grad,87.98103279,94089,2800,3400,10557.72393,509.0909091,7
20,2. Black,3. College Grad,59.09706408,94037,2000,3850,7091.64769,363.6363636,5
26,3. Asian,3. College Grad,73.77574327,94602,2600,3700,8853.089192,472.7272727,6.5
29,3. Asian,4. Master's Deg,90.48191336,94037,2000,3850,10857.8296,363.6363636,5
57,3. Asian,4. Master's Deg,118.8843593,95008,2200,3700,14266.12312,400,5.5
47,3. Asian,3. College Grad,151.5914842,95008,2200,3700,18190.9781,400,5.5
54,3. Asian,1. PhD,272.2947832,94941,2900,3500,32675.37398,527.2727273,7.25
38,3. Asian,2. Some College,97.49329405,94089,2800,3400,11699.19529,509.0909091,7
23,3. Asian,3. College Grad,68.11199407,94089,2800,3400,8173.439288,509.0909091,7
31,3. Asian,2. Some College,127.1157438,94022,3100,4300,15253.88926,563.6363636,7.75
43,3. Asian,4. Master's Deg,272.2947832,94089,2800,3400,32675.37398,509.0909091,7
33,3. Asian,5. Advanced Degree,111.7208494,94037,2000,3850,13406.50193,363.6363636,5
48,3. Asian,2. Some College,127.1157438,94602,2600,3700,15253.88926,472.7272727,6.5
33,3. Asian,2. Some College,87.98103279,94022,3100,4300,10557.72393,563.6363636,7.75
52,3. Asian,4. Master's Deg,114.4757133,94037,2000,3850,13737.0856,363.6363636,5
30,2. Black,3. College Grad,69.79153085,94089,2800,3400,8374.983702,509.0909091,7
44,1. White,2. Some College,94.07271475,94089,2800,3400,11288.72577,509.0909091,7
38,1. White,2. Some College,127.273347,94022,3100,4300,15272.80164,563.6363636,7.75
51,1. White,2. Some College,160.6424754,94089,2800,3400,19277.09705,509.0909091,7
47,1. White,3. College Grad,171.7651326,94941,2900,3500,20611.81591,527.2727273,7.25
28,1. White,4. Master's Deg,141.7751723,94602,2600,3700,17013.02068,472.7272727,6.5
52,1. White,3. College Grad,115.3750386,94022,3100,4300,13845.00463,563.6363636,7.75
23,1. White,2. Some College,72.15045568,94089,2800,3400,8658.054682,509.0909091,7
65,1. White,2. Some College,73.77574327,94941,2900,3500,8853.089192,527.2727273,7.25
27,1. White,4. Master's Deg,127.1157438,94037,2000,3850,15253.88926,363.6363636,5
33,1. White,2. Some College,20.93437794,94105,3500,5000,2512.125353,636.3636364,8.75
49,1. White,2. Some College,79.85490031,94089,2800,3400,9582.588037,509.0909091,7
27,1. White,3. College Grad,102.8702469,94105,3500,5000,12344.42963,636.3636364,8.75
48,1. White,2. Some College,115.3750386,94105,3500,5000,13845.00463,636.3636364,8.75
38,1. White,3. College Grad,97.49329405,94089,2800,3400,11699.19529,509.0909091,7
58,1. White,3. College Grad,104.9215065,94022,3100,4300,12590.58078,563.6363636,7.75
40,3. Asian,5. Advanced Degree,115.3750386,94105,3500,5000,13845.00463,636.3636364,8.75
46,1. White,2. Some College,93.48669204,94022,3100,4300,11218.40304,563.6363636,7.75
53,2. Black,3. College Grad,123.0896998,94037,2000,3850,14770.76398,363.6363636,5
25,2. Black,5. Advanced Degree,118.8843593,95008,2200,3700,14266.12312,400,5.5
42,1. White,3. College Grad,96.37065283,94037,2000,3850,11564.47834,363.6363636,5
40,1. White,2. Some College,84.04595765,94022,3100,4300,10085.51492,563.6363636,7.75
35,1. White,2. Some College,127.1157438,95008,2200,3700,15253.88926,400,5.5
50,1. White,2. Some College,95.23071257,94941,2900,3500,11427.68551,527.2727273,7.25
34,1. White,3. College Grad,81.28325328,94089,2800,3400,9753.990394,509.0909091,7
48,1. White,2. Some College,102.8702469,94602,2600,3700,12344.42963,472.7272727,6.5
49,1. White,1. PhD,111.7208494,94037,2000,3850,13406.50193,363.6363636,5
41,3. Asian,4. Master's Deg,94.07271475,94089,2800,3400,11288.72577,509.0909091,7
37,3. Asian,4. Master's Deg,127.1157438,94022,3100,4300,15253.88926,563.6363636,7.75
58,1. White,3. College Grad,104.9215065,94602,2600,3700,12590.58078,472.7272727,6.5
28,2. Black,2. Some College,68.11199407,94941,2900,3500,8173.439288,527.2727273,7.25
33,1. White,2. Some College,128.6804882,94037,2000,3850,15441.65858,363.6363636,5
50,1. White,3. College Grad,143.9273594,94089,2800,3400,17271.28313,509.0909091,7
38,1. White,2. Some College,103.9024706,94037,2000,3850,12468.29647,363.6363636,5
48,1. White,2. Some College,91.69922611,94037,2000,3850,11003.90713,363.6363636,5
30,1. White,3. College Grad,95.23071257,94602,2600,3700,11427.68551,472.7272727,6.5
49,1. White,5. Advanced Degree,138.2991269,95008,2200,3700,16595.89523,400,5.5
44,1. White,4. Master's Deg,118.5567764,94941,2900,3500,14226.81317,527.2727273,7.25
50,1. White,2. Some College,94.07271475,94022,3100,4300,11288.72577,563.6363636,7.75
58,3. Asian,4. Master's Deg,114.4757133,94089,2800,3400,13737.0856,509.0909091,7
45,1. White,4. Master's Deg,150.0132863,94022,3100,4300,18001.59436,563.6363636,7.75
44,1. White,3. College Grad,97.49329405,94022,3100,4300,11699.19529,563.6363636,7.75
35,1. White,4. Master's Deg,90.48191336,94105,3500,5000,10857.8296,636.3636364,8.75
59,1. White,2. Some College,81.28325328,95008,2200,3700,9753.990394,400,5.5
45,1. White,2. Some College,130.9821774,94022,3100,4300,15717.86129,563.6363636,7.75
51,1. White,4. Master's Deg,150.9627835,94089,2800,3400,18115.53402,509.0909091,7
61,1. White,3. College Grad,130.9821774,94602,2600,3700,15717.86129,472.7272727,6.5
45,1. White,2. Some College,145.1436012,94022,3100,4300,17417.23214,563.6363636,7.75
34,1. White,4. Master's Deg,90.48191336,94602,2600,3700,10857.8296,472.7272727,6.5
33,1. White,4. Master's Deg,113.5670896,94941,2900,3500,13628.05075,527.2727273,7.25
45,1. White,2. Some College,87.98103279,94037,2000,3850,10557.72393,363.6363636,5
50,1. White,1. PhD,157.7005277,94089,2800,3400,18924.06332,509.0909091,7
50,1. White,2. Some College,109.8339856,95008,2200,3700,13180.07827,400,5.5
39,1. White,3. College Grad,84.04595765,95008,2200,3700,10085.51492,400,5.5
26,1. White,4. Master's Deg,160.6436382,94022,3100,4300,19277.23658,563.6363636,7.75
49,1. White,2. Some College,47.90556704,94022,3100,4300,5748.668045,563.6363636,7.75
20,1. White,2. Some College,59.09706408,95008,2200,3700,7091.64769,400,5.5
31,1. White,4. Master's Deg,81.28325328,94105,3500,5000,9753.990394,636.3636364,8.75
49,1. White,2. Some College,87.98103279,94089,2800,3400,10557.72393,509.0909091,7
56,2. Black,2. Some College,87.98103279,94941,2900,3500,10557.72393,527.2727273,7.25
61,3. Asian,4. Master's Deg,143.8085568,94602,2600,3700,17257.02682,472.7272727,6.5
56,3. Asian,2. Some College,110.7826503,94089,2800,3400,13293.91804,509.0909091,7
51,3. Asian,4. Master's Deg,118.8843593,95008,2200,3700,14266.12312,400,5.5
42,3. Asian,2. Some College,120.5894365,94602,2600,3700,14470.73238,472.7272727,6.5
45,1. White,4. Master's Deg,272.2947832,94089,2800,3400,32675.37398,509.0909091,7
30,3. Asian,5. Advanced Degree,105.3758927,94105,3500,5000,12645.10712,636.3636364,8.75
48,3. Asian,4. Master's Deg,69.01087662,94022,3100,4300,8281.305194,563.6363636,7.75
33,3. Asian,5. Advanced Degree,87.98103279,95008,2200,3700,10557.72393,400,5.5
50,3. Asian,3. College Grad,89.24288466,94941,2900,3500,10709.14616,527.2727273,7.25
31,3. Asian,1. PhD,171.7651326,94037,2000,3850,20611.81591,363.6363636,5
48,1. White,4. Master's Deg,133.2323508,94941,2900,3500,15987.8821,527.2727273,7.25
35,1. White,1. PhD,200.5432623,94037,2000,3850,24065.19148,363.6363636,5
47,2. Black,3. College Grad,92.89584479,94941,2900,3500,11147.50137,527.2727273,7.25
45,1. White,4. Master's Deg,148.4131591,94105,3500,5000,17809.57909,636.3636364,8.75
52,1. White,2. Some College,119.7425563,94022,3100,4300,14369.10676,563.6363636,7.75
46,1. White,2. Some College,82.6796373,94022,3100,4300,9921.556476,563.6363636,7.75
47,3. Asian,4. Master's Deg,105.9278108,94037,2000,3850,12711.3373,363.6363636,5
49,1. White,2. Some College,267.9010869,94941,2900,3500,32148.13043,527.2727273,7.25
36,1. White,2. Some College,104.9215065,94941,2900,3500,12590.58078,527.2727273,7.25
51,1. White,4. Master's Deg,127.1157438,94037,2000,3850,15253.88926,363.6363636,5
46,1. White,2. Some College,157.7005277,94105,3500,5000,18924.06332,636.3636364,8.75
37,3. Asian,4. Master's Deg,148.4131591,94941,2900,3500,17809.57909,527.2727273,7.25
23,1. White,3. College Grad,65.11085372,94105,3500,5000,7813.302446,636.3636364,8.75
43,1. White,4. Master's Deg,104.9215065,94089,2800,3400,12590.58078,509.0909091,7
34,3. Asian,4. Master's Deg,78.3924668,95008,2200,3700,9407.096016,400,5.5
58,1. White,2. Some College,139.2137881,94602,2600,3700,16705.65457,472.7272727,6.5
44,3. Asian,4. Master's Deg,112.6488963,94089,2800,3400,13517.86756,509.0909091,7
61,3. Asian,4. Master's Deg,79.85490031,94602,2600,3700,9582.588037,472.7272727,6.5
40,3. Asian,2. Some College,65.11085372,94602,2600,3700,7813.302446,472.7272727,6.5
37,3. Asian,3. College Grad,111.7208494,94022,3100,4300,13406.50193,563.6363636,7.75
33,3. Asian,2. Some College,104.9215065,94602,2600,3700,12590.58078,472.7272727,6.5
38,3. Asian,3. College Grad,176.9896505,94941,2900,3500,21238.75806,527.2727273,7.25
41,3. Asian,2. Some College,99.6894637,94089,2800,3400,11962.73564,509.0909091,7
30,2. Black,2. Some College,104.9215065,94022,3100,4300,12590.58078,563.6363636,7.75
51,1. White,2. Some College,70.81503862,94941,2900,3500,8497.804634,527.2727273,7.25
39,1. White,3. College Grad,94.07271475,94602,2600,3700,11288.72577,472.7272727,6.5
56,2. Black,3. College Grad,127.1157438,94037,2000,3850,15253.88926,363.6363636,5
44,3. Asian,2. Some College,97.49329405,94602,2600,3700,11699.19529,472.7272727,6.5
51,3. Asian,5. Advanced Degree,109.8339856,94941,2900,3500,13180.07827,527.2727273,7.25
35,3. Asian,2. Some College,75.19962815,94941,2900,3500,9023.955378,527.2727273,7.25
27,3. Asian,2. Some College,65.11085372,94941,2900,3500,7813.302446,527.2727273,7.25
47,1. White,3. College Grad,146.4628385,95008,2200,3700,17575.54062,400,5.5
51,3. Asian,3. College Grad,81.28325328,95008,2200,3700,9753.990394,400,5.5
41,3. Asian,2. Some College,127.1157438,94037,2000,3850,15253.88926,363.6363636,5
63,3. Asian,2. Some College,73.77574327,94941,2900,3500,8853.089192,527.2727273,7.25
61,3. Asian,2. Some College,65.11085372,94602,2600,3700,7813.302446,472.7272727,6.5
46,3. Asian,2. Some College,99.6894637,94105,3500,5000,11962.73564,636.3636364,8.75
33,3. Asian,3. College Grad,79.85490031,94022,3100,4300,9582.588037,563.6363636,7.75
35,3. Asian,2. Some College,73.77574327,94089,2800,3400,8853.089192,509.0909091,7
28,3. Asian,5. Advanced Degree,87.98103279,94602,2600,3700,10557.72393,472.7272727,6.5
50,3. Asian,3. College Grad,118.8843593,94941,2900,3500,14266.12312,527.2727273,7.25
41,1. White,5. Advanced Degree,284.5247409,94037,2000,3850,34142.96891,363.6363636,5
23,1. White,4. Master's Deg,118.8843593,94022,3100,4300,14266.12312,563.6363636,7.75
45,1. White,3. College Grad,106.9218141,94941,2900,3500,12830.61769,527.2727273,7.25
63,1. White,5. Advanced Degree,100.0134869,94022,3100,4300,12001.61843,563.6363636,7.75
59,2. Black,3. College Grad,108.8745258,94022,3100,4300,13064.9431,563.6363636,7.75
30,3. Asian,4. Master's Deg,114.4757133,94602,2600,3700,13737.0856,472.7272727,6.5
30,3. Asian,5. Advanced Degree,115.3750386,94089,2800,3400,13845.00463,509.0909091,7
45,3. Asian,2. Some College,130.9821774,94037,2000,3850,15717.86129,363.6363636,5
42,3. Asian,2. Some College,79.85490031,94941,2900,3500,9582.588037,527.2727273,7.25
57,3. Asian,2. Some College,106.9218141,94941,2900,3500,12830.61769,527.2727273,7.25
52,3. Asian,3. College Grad,22.96240068,94037,2000,3850,2755.488082,363.6363636,5
54,3. Asian,3. College Grad,115.1824551,94602,2600,3700,13821.89461,472.7272727,6.5
30,3. Asian,3. College Grad,103.9024706,94941,2900,3500,12468.29647,527.2727273,7.25
47,3. Asian,4. Master's Deg,184.4694642,94089,2800,3400,22136.3357,509.0909091,7
38,3. Asian,3. College Grad,314.3293364,94037,2000,3850,37719.52037,363.6363636,5
47,3. Asian,3. College Grad,99.6894637,94089,2800,3400,11962.73564,509.0909091,7
39,3. Asian,4. Master's Deg,128.6804882,94022,3100,4300,15441.65858,563.6363636,7.75
50,3. Asian,2. Some College,87.98103279,94105,3500,5000,10557.72393,636.3636364,8.75
47,3. Asian,2. Some College,54.59815003,94022,3100,4300,6551.778004,563.6363636,7.75
45,3. Asian,2. Some College,99.6894637,94022,3100,4300,11962.73564,563.6363636,7.75
44,3. Asian,2. Some College,118.8843593,94037,2000,3850,14266.12312,363.6363636,5
52,3. Asian,2. Some College,92.16112203,94941,2900,3500,11059.33464,527.2727273,7.25
42,3. Asian,4. Master's Deg,127.1157438,94105,3500,5000,15253.88926,636.3636364,8.75
18,3. Asian,2. Some College,41.7049905,94089,2800,3400,5004.59886,509.0909091,7
56,3. Asian,4. Master's Deg,109.8339856,95008,2200,3700,13180.07827,400,5.5
50,3. Asian,5. Advanced Degree,82.6796373,94602,2600,3700,9921.556476,472.7272727,6.5
50,1. White,1. PhD,277.7994802,95008,2200,3700,33335.93762,400,5.5
53,1. White,3. College Grad,99.6894637,94105,3500,5000,11962.73564,636.3636364,8.75
38,1. White,5. Advanced Degree,176.9896505,94941,2900,3500,21238.75806,527.2727273,7.25
27,1. White,2. Some College,84.04595765,94602,2600,3700,10085.51492,472.7272727,6.5
56,1. White,5. Advanced Degree,163.515864,94089,2800,3400,19621.90368,509.0909091,7
50,1. White,5. Advanced Degree,81.28325328,94941,2900,3500,9753.990394,527.2727273,7.25
56,1. White,4. Master's Deg,130.9821774,95008,2200,3700,15717.86129,400,5.5
50,1. White,2. Some College,127.1157438,94941,2900,3500,15253.88926,527.2727273,7.25
49,1. White,2. Some College,72.15045568,95008,2200,3700,8658.054682,400,5.5
42,1. White,3. College Grad,104.9215065,94089,2800,3400,12590.58078,509.0909091,7
50,1. White,5. Advanced Degree,186.8766776,94105,3500,5000,22425.20131,636.3636364,8.75
53,1. White,4. Master's Deg,176.9896505,94037,2000,3850,21238.75806,363.6363636,5
28,1. White,2. Some College,139.7030715,94105,3500,5000,16764.36858,636.3636364,8.75
45,1. White,2. Some College,73.77574327,95008,2200,3700,8853.089192,400,5.5
24,1. White,2. Some College,66.22940829,94941,2900,3500,7947.528995,527.2727273,7.25
25,1. White,2. Some College,81.28325328,95008,2200,3700,9753.990394,400,5.5
38,1. White,4. Master's Deg,104.9215065,94089,2800,3400,12590.58078,509.0909091,7
47,1. White,4. Master's Deg,109.8339856,94089,2800,3400,13180.07827,509.0909091,7
38,1. White,4. Master's Deg,154.685293,94089,2800,3400,18562.23516,509.0909091,7
33,1. White,3. College Grad,106.9218141,94602,2600,3700,12830.61769,472.7272727,6.5
39,1. White,1. PhD,277.7994802,95008,2200,3700,33335.93762,400,5.5
52,1. White,2. Some College,87.98103279,94037,2000,3850,10557.72393,363.6363636,5
